Time Stamp, Current-A, Current-B, Current-C
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1172,1.9841,2.3504
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1306,2.0049,2.3199
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1282,2.0354,2.2979
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
11:19:53,3.1331,2.0537,2.2784
