Time Stamp, Current-A, Current-B, Current-C
10:52:52,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1709,2.1685,3.0464
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1587,2.188,3.0415
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1661,2.1673,3.0537
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1368,2.221,3.0366
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1319,2.221,3.0415
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1136,2.232,3.0513
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1148,2.2662,3.0183
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.1026,2.265,3.033
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
10:52:53,2.0891,2.2894,3.0269
