Time Stamp, Current-A, Current-B, Current-C
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4908
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4921,2.4933,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
11:51:05,2.4908,2.4921,2.4921
